,subject,video
0,2_1_f,m_pl_o1_div_+o
1,2_1_f,f_pl_o1_dir_+o
2,2_1_f,m_pl_o1_dir_+o
3,2_1_f,f_pl_o1_dir_-o
4,2_1_f,f_pl_o1_div_-o
5,2_1_f,f_pl_o1_div_+o
6,2_1_f,m_pl_o1_dir_-o
7,2_1_f,m_pl_o1_div_-o
