ParticipantID,Trial,Fixation,Duration,PupilSize,PositionX,PositionY,StartTime,EndTime,PositionYClean,Task,ParticipantGender,SearchOrder
1_1_f1,1,1,363,4471,852,395,58,420,686,VisualSearch,female,1
1_1_f1,1,2,289,4653,859.2,691.5,456,744,389.5,VisualSearch,female,1
1_1_f1,1,3,268,4325,643.7,814.7,775,1042,266.29999999999995,VisualSearch,female,1
1_1_f1,1,4,136,4137,1000.9,836.9,1078,1213,244.10000000000002,VisualSearch,female,1
1_1_f1,1,5,289,3857,1531.3,667.7,1261,1549,413.29999999999995,VisualSearch,female,1
1_1_f1,1,6,184,3904,1424.9,801.1,1578,1761,279.9,VisualSearch,female,1
1_1_f1,1,7,137,4031,786.5,513.4,1840,1976,567.6,VisualSearch,female,1
1_1_f1,1,8,178,4032,563.6,569.2,2037,2214,511.79999999999995,VisualSearch,female,1
1_1_f1,1,9,138,4020,483.8,638.4,2241,2378,442.6,VisualSearch,female,1
1_1_f1,1,10,212,4262,461,709.2,2427,2638,371.79999999999995,VisualSearch,female,1
1_1_f1,1,11,226,4418,682.6,829.5,2666,2891,251.5,VisualSearch,female,1
1_1_f1,1,12,221,4165,1016.4,815,2931,3151,266,VisualSearch,female,1
1_1_f1,1,13,210,4017,1468.8,728.6,3193,3402,352.4,VisualSearch,female,1
1_1_f1,1,14,213,3988,1265,702.3,3432,3644,378.70000000000005,VisualSearch,female,1
1_1_f1,1,15,288,3851,1349.8,646.9,3667,3954,434.1,VisualSearch,female,1
1_1_f1,1,16,352,3889,1676.4,693.9,3992,4343,387.1,VisualSearch,female,1
1_1_f1,1,17,289,4234,1421,887.6,4378,4666,193.39999999999998,VisualSearch,female,1
1_1_f1,1,18,334,4289,1465.6,1002.3,4692,5025,78.70000000000005,VisualSearch,female,1
1_1_f1,1,19,133,4639,560.9,868.9,5160,5292,212.10000000000002,VisualSearch,female,1
1_1_f1,1,20,165,4489,641.3,770.6,5326,5490,310.4,VisualSearch,female,1
1_1_f1,1,21,305,4067,1005.4,799.8,5528,5832,281.20000000000005,VisualSearch,female,1
1_1_f1,1,22,149,3840,840,814.6,5860,6008,266.4,VisualSearch,female,1
1_1_f1,1,23,149,3898,954.7,783.5,6034,6182,297.5,VisualSearch,female,1
1_1_f1,1,24,218,4081,930.8,765.8,6194,6411,315.20000000000005,VisualSearch,female,1
1_1_f1,1,25,181,4175,747.9,544.1,6449,6629,536.9,VisualSearch,female,1
1_1_f1,1,26,216,4250,651.8,441.3,6657,6872,639.7,VisualSearch,female,1
1_1_f1,1,27,136,4262,405.9,413.4,7086,7221,667.6,VisualSearch,female,1
1_1_f1,1,28,171,4244,683.2,438.1,7256,7426,642.9,VisualSearch,female,1
1_1_f1,1,29,236,4205,1503.1,438.2,7480,7715,642.8,VisualSearch,female,1
1_1_f1,1,30,216,4438,1278.2,459.4,7761,7976,621.6,VisualSearch,female,1
1_1_f1,1,31,33,4627,826,219.6,8138,8170,861.4,VisualSearch,female,1
1_1_f1,1,32,193,4323,1606.6,193.8,8231,8423,887.2,VisualSearch,female,1
1_1_f1,1,33,246,3999,1685,182.1,8446,8691,898.9,VisualSearch,female,1
1_1_f1,1,34,218,3920,408.9,618,9084,9301,463,VisualSearch,female,1
1_1_f1,1,35,181,4109,453,674.2,9323,9503,406.79999999999995,VisualSearch,female,1
1_1_f1,1,36,231,4202,847,589.8,9541,9771,491.20000000000005,VisualSearch,female,1
1_1_f1,1,37,142,4246,1035.2,587.7,9796,9937,493.29999999999995,VisualSearch,female,1
1_1_f1,1,38,550,4414,808.9,579.2,9986,10535,501.79999999999995,VisualSearch,female,1
1_1_f1,1,39,275,4370,1296.3,620.1,10588,10862,460.9,VisualSearch,female,1
1_1_f1,1,40,159,4355,1294.4,584.1,10882,11040,496.9,VisualSearch,female,1
1_1_f1,1,41,136,4283,1215.4,574,11060,11195,507,VisualSearch,female,1
1_1_f1,2,1,268,4017,1678.2,626.1,7,274,454.9,VisualSearch,female,1
1_1_f1,2,2,132,4160,1575.4,620.8,299,430,460.20000000000005,VisualSearch,female,1
1_1_f1,2,3,154,4487,1056.1,516,726,879,565,VisualSearch,female,1
1_1_f1,2,4,53,4593,1084.3,370.9,912,964,710.1,VisualSearch,female,1
1_1_f1,2,5,20,4527,1250.7,277.8,1170,1189,803.2,VisualSearch,female,1
1_1_f1,2,6,43,4495,1252.8,277.2,1214,1256,803.8,VisualSearch,female,1
1_1_f1,2,7,70,4414,1262.5,277,1308,1377,804,VisualSearch,female,1
1_1_f1,2,8,52,4393,1255.7,273.6,1407,1458,807.4,VisualSearch,female,1
1_1_f1,2,9,64,4582,1154.9,730.5,1536,1599,350.5,VisualSearch,female,1
1_1_f1,2,10,201,4656,1153.9,719.9,1616,1816,361.1,VisualSearch,female,1
1_1_f1,2,11,248,4774,932.6,816.5,1867,2114,264.5,VisualSearch,female,1
1_1_f1,2,12,173,4768,712.7,750.2,2172,2344,330.79999999999995,VisualSearch,female,1
1_1_f1,2,13,74,4641,646.6,506.8,2401,2474,574.2,VisualSearch,female,1
1_1_f1,2,14,60,4598,643.8,510.6,2514,2573,570.4,VisualSearch,female,1
1_1_f1,2,15,45,4554,605.8,536.9,2754,2798,544.1,VisualSearch,female,1
1_1_f1,2,16,162,4593,660.3,551.4,2843,3004,529.6,VisualSearch,female,1
1_1_f1,2,17,88,4613,647.1,558.2,3060,3147,522.8,VisualSearch,female,1
1_1_f1,2,18,138,4627,642.1,561.7,3217,3354,519.3,VisualSearch,female,1
1_1_f1,2,19,245,4667,642.8,560,3451,3695,521,VisualSearch,female,1
1_1_f1,2,20,84,4715,656.5,556.5,3708,3791,524.5,VisualSearch,female,1
1_1_f1,2,21,79,4801,668.4,551,3895,3973,530,VisualSearch,female,1
1_1_f1,2,22,239,4780,1073.3,509.7,4019,4257,571.3,VisualSearch,female,1
1_1_f1,2,23,165,4798,1065.9,502,4290,4454,579,VisualSearch,female,1
1_1_f1,2,24,320,4818,1015.7,608.1,4520,4839,472.9,VisualSearch,female,1
1_1_f1,2,25,73,4936,932.6,726.9,4866,4938,354.1,VisualSearch,female,1
1_1_f1,2,26,45,4969,947.3,727.2,4945,4989,353.79999999999995,VisualSearch,female,1
1_1_f1,2,27,39,5019,945.2,726.2,5055,5093,354.79999999999995,VisualSearch,female,1
1_1_f1,2,28,238,4880,1230.5,634.4,5127,5364,446.6,VisualSearch,female,1
1_1_f1,2,29,221,4709,1299.2,629.6,5385,5605,451.4,VisualSearch,female,1
1_1_f1,2,30,89,4570,1086.3,370.4,5665,5753,710.6,VisualSearch,female,1
1_1_f1,2,31,156,4584,1084.4,373.2,5762,5917,707.8,VisualSearch,female,1
1_1_f1,2,32,62,4473,1098.8,318.3,5945,6006,762.7,VisualSearch,female,1
1_1_f1,2,33,32,4415,1101.2,320.3,6041,6072,760.7,VisualSearch,female,1
1_1_f1,2,34,40,4449,989.1,422.3,6222,6261,658.7,VisualSearch,female,1
1_1_f1,2,35,189,4495,991.5,409.5,6294,6482,671.5,VisualSearch,female,1
1_1_f1,2,36,168,4424,1072.2,533.5,6521,6688,547.5,VisualSearch,female,1
1_1_f1,2,37,175,4262,1245.7,289,6736,6910,792,VisualSearch,female,1
1_1_f1,2,38,72,4251,1236.3,283.4,6971,7042,797.6,VisualSearch,female,1
1_1_f1,2,39,68,4087,969.4,317.3,7755,7822,763.7,VisualSearch,female,1
1_1_f1,2,40,91,3608,1400.5,308.3,8149,8239,772.7,VisualSearch,female,1
1_1_f1,2,41,145,3704,1339.2,275,8257,8401,806,VisualSearch,female,1
1_1_f1,2,42,190,3868,1455.5,431.9,8436,8625,649.1,VisualSearch,female,1
1_1_f1,2,43,30,4456,1014,376.5,9545,9574,704.5,VisualSearch,female,1
1_1_f1,2,44,37,4444,1029.7,375.5,9612,9648,705.5,VisualSearch,female,1
1_1_f1,2,45,398,4487,1009.3,639.7,10014,10411,441.29999999999995,VisualSearch,female,1
1_1_f1,2,46,199,4482,1123.8,854.6,10461,10659,226.39999999999998,VisualSearch,female,1
1_1_f1,2,47,243,4658,929.3,920.7,10689,10931,160.29999999999995,VisualSearch,female,1
1_1_f1,2,48,173,4784,1051.5,958.5,10955,11127,122.5,VisualSearch,female,1
1_1_f1,2,49,76,4846,1047,959.3,11135,11210,121.70000000000005,VisualSearch,female,1
1_1_f1,3,1,118,4867,1048.9,962.9,7,124,118.10000000000002,VisualSearch,female,1
1_1_f1,3,2,78,4843,1071.8,984.4,131,208,96.60000000000002,VisualSearch,female,1
1_1_f1,3,3,186,4910,885.2,992.7,262,447,88.29999999999995,VisualSearch,female,1
1_1_f1,3,4,125,4796,1004,621.7,502,626,459.29999999999995,VisualSearch,female,1
1_1_f1,3,5,32,4332,969.6,620.6,714,745,460.4,VisualSearch,female,1
1_1_f1,3,6,239,4185,842.5,703.4,774,1012,377.6,VisualSearch,female,1
1_1_f1,3,7,235,4197,812.8,809.8,1041,1275,271.20000000000005,VisualSearch,female,1
1_1_f1,3,8,51,4379,637.6,781.4,1306,1356,299.6,VisualSearch,female,1
1_1_f1,3,9,102,4449,638.4,776.5,1366,1467,304.5,VisualSearch,female,1
1_1_f1,3,10,332,4260,1475.4,625.7,1519,1850,455.29999999999995,VisualSearch,female,1
1_1_f1,3,11,268,4508,1164.2,772.5,1906,2173,308.5,VisualSearch,female,1
1_1_f1,3,12,236,4646,1057.4,887.8,2251,2486,193.20000000000005,VisualSearch,female,1
1_1_f1,3,13,308,4616,1223.9,721.2,2520,2827,359.79999999999995,VisualSearch,female,1
1_1_f1,3,14,138,4497,631.6,668.1,2972,3109,412.9,VisualSearch,female,1
1_1_f1,3,15,52,4478,581,673.7,3183,3234,407.29999999999995,VisualSearch,female,1
1_1_f1,3,16,77,4485,369,634.1,3367,3443,446.9,VisualSearch,female,1
1_1_f1,3,17,35,4509,445.3,473.3,3700,3734,607.7,VisualSearch,female,1
1_1_f1,3,18,29,4329,995,293.4,3785,3813,787.6,VisualSearch,female,1
1_1_f1,3,19,27,4364,987,296.3,3887,3913,784.7,VisualSearch,female,1
1_1_f1,3,20,23,3979,1079.9,413.9,4153,4175,667.1,VisualSearch,female,1
1_1_f1,3,21,225,3967,1539.9,624.6,4217,4441,456.4,VisualSearch,female,1
1_1_f1,3,22,157,4175,1694.5,770.5,4482,4638,310.5,VisualSearch,female,1
1_1_f1,3,23,34,4479,1382.1,633.8,4702,4735,447.20000000000005,VisualSearch,female,1
1_1_f1,3,24,124,4575,1384.4,633.1,4770,4893,447.9,VisualSearch,female,1
1_1_f1,3,25,157,4649,1422.6,611.9,4907,5063,469.1,VisualSearch,female,1
1_1_f1,3,26,127,4830,1274,598.2,5104,5230,482.79999999999995,VisualSearch,female,1
1_1_f1,3,27,30,4851,1261,596.6,5248,5277,484.4,VisualSearch,female,1
1_1_f1,3,28,310,4748,1700.8,883,5331,5640,198,VisualSearch,female,1
1_1_f1,3,29,115,5037,1281.3,881,5680,5794,200,VisualSearch,female,1
1_1_f1,3,30,84,5085,1284,879.5,5806,5889,201.5,VisualSearch,female,1
1_1_f1,3,31,731,5136,1344.3,955.4,5915,6645,125.60000000000002,VisualSearch,female,1
1_1_f1,3,32,41,5257,678.1,792.5,6840,6880,288.5,VisualSearch,female,1
1_1_f1,3,33,94,5124,564.9,862.9,6985,7078,218.10000000000002,VisualSearch,female,1
1_1_f1,3,34,112,5006,570,905.7,7094,7205,175.29999999999995,VisualSearch,female,1
1_1_f1,3,35,65,4962,562.2,906.1,7212,7276,174.89999999999998,VisualSearch,female,1
1_1_f1,3,36,209,4947,557,907.3,7309,7517,173.70000000000005,VisualSearch,female,1
1_1_f1,3,37,117,4778,1056.2,847.5,7572,7688,233.5,VisualSearch,female,1
1_1_f1,3,38,100,4643,1052.6,856.1,7698,7797,224.89999999999998,VisualSearch,female,1
1_1_f1,3,39,251,4377,1180.2,727.5,7827,8077,353.5,VisualSearch,female,1
1_1_f1,3,40,203,4104,1192.6,724.6,8095,8297,356.4,VisualSearch,female,1
1_1_f1,3,41,281,3962,1124,800.2,8322,8602,280.79999999999995,VisualSearch,female,1
1_1_f1,3,42,47,4215,584.8,745.4,8683,8729,335.6,VisualSearch,female,1
1_1_f1,3,43,186,4392,591.9,731.5,8753,8938,349.5,VisualSearch,female,1
1_1_f1,3,44,77,4412,639.4,725.6,9022,9098,355.4,VisualSearch,female,1
1_1_f1,3,45,25,4360,325.5,666.9,9166,9190,414.1,VisualSearch,female,1
1_1_f1,3,46,31,4388,332.7,660.4,9213,9243,420.6,VisualSearch,female,1
1_1_f1,3,47,117,4486,397.4,731.5,9490,9606,349.5,VisualSearch,female,1
1_1_f1,3,48,161,4472,354.7,731.1,9697,9857,349.9,VisualSearch,female,1
1_1_f1,3,49,168,4584,351.5,730.4,9902,10069,350.6,VisualSearch,female,1
1_1_f1,3,50,64,4627,337.7,723.5,10075,10138,357.5,VisualSearch,female,1
1_1_f1,3,51,81,4605,615.3,345.7,10224,10304,735.3,VisualSearch,female,1
1_1_f1,3,52,91,4688,620,344.4,10355,10445,736.6,VisualSearch,female,1
1_1_f1,3,53,43,4805,331.1,431.7,10494,10536,649.3,VisualSearch,female,1
1_1_f1,3,54,73,4802,328.5,429.8,10557,10629,651.2,VisualSearch,female,1
1_1_f1,3,55,83,4861,468.3,529.3,10714,10796,551.7,VisualSearch,female,1
1_1_f1,3,56,24,4962,470.7,531.2,10834,10857,549.8,VisualSearch,female,1
1_1_f1,3,57,127,5076,393.2,316.4,10966,11092,764.6,VisualSearch,female,1
1_1_f1,3,58,41,5137,400.3,318.9,11123,11163,762.1,VisualSearch,female,1
1_1_f1,4,1,126,5155,467.4,322.6,33,158,758.4,VisualSearch,female,1
1_1_f1,4,2,224,5035,997.9,266.1,219,442,814.9,VisualSearch,female,1
1_1_f1,4,3,78,5036,1012.3,266.2,479,556,814.8,VisualSearch,female,1
1_1_f1,4,4,98,4810,1017.4,463.7,607,704,617.3,VisualSearch,female,1
1_1_f1,4,5,220,4363,1359.2,182.8,749,968,898.2,VisualSearch,female,1
1_1_f1,4,6,183,4002,1667.1,237.8,1007,1189,843.2,VisualSearch,female,1
1_1_f1,4,7,212,3980,1249.5,147.6,1250,1461,933.4,VisualSearch,female,1
1_1_f1,4,8,204,3937,1396.5,178.8,1487,1690,902.2,VisualSearch,female,1
1_1_f1,4,9,177,3931,1516,231.3,1718,1894,849.7,VisualSearch,female,1
1_1_f1,4,10,182,4039,1160,350.2,1944,2125,730.8,VisualSearch,female,1
1_1_f1,4,11,219,4122,921.8,575.4,2180,2398,505.6,VisualSearch,female,1
1_1_f1,4,12,169,4273,601.6,768.1,2455,2623,312.9,VisualSearch,female,1
1_1_f1,4,13,360,4285,1047.2,867.1,2667,3026,213.89999999999998,VisualSearch,female,1
1_1_f1,4,14,181,4148,1270.5,963.7,3055,3235,117.29999999999995,VisualSearch,female,1
1_1_f1,4,15,229,3986,1746.6,844.3,3281,3509,236.70000000000005,VisualSearch,female,1
1_1_f1,4,16,129,3945,1729.6,695.4,3535,3663,385.6,VisualSearch,female,1
1_1_f1,4,17,334,3835,1556.9,179.3,3712,4045,901.7,VisualSearch,female,1
1_2_f,1,1,629,2678,1010.5,472.7,7,635,608.3,SocialEngagement,female,NA
1_2_f,1,2,1030,2678,982,535.1,840,1869,545.9,SocialEngagement,female,NA
1_2_f,1,3,245,2593,902.6,749.7,1920,2164,331.29999999999995,SocialEngagement,female,NA
1_2_f,1,4,185,2605,988.8,723.3,2186,2370,357.70000000000005,SocialEngagement,female,NA
1_2_f,1,5,2327,2506,975.8,493.6,2421,4747,587.4,SocialEngagement,female,NA
1_2_f,1,6,146,2542,996.5,686.9,4795,4940,394.1,SocialEngagement,female,NA
1_2_f,1,7,948,2439,991.7,653.6,4951,5898,427.4,SocialEngagement,female,NA
1_2_f,1,8,143,2299,988.5,474.7,5948,6090,606.3,SocialEngagement,female,NA
1_2_f,1,9,1744,2280,977.3,466.2,6101,7844,614.8,SocialEngagement,female,NA
1_2_f,1,10,350,2391,971.4,480.7,7862,8211,600.3,SocialEngagement,female,NA
1_2_f,2,1,463,2466,1017.2,520.5,7,469,560.5,SocialEngagement,female,NA
1_2_f,2,2,617,2640,978.3,483.4,487,1103,597.6,SocialEngagement,female,NA
1_2_f,2,3,770,2733,985.5,631.3,1151,1920,449.70000000000005,SocialEngagement,female,NA
1_2_f,2,4,169,2692,979.8,650,1939,2107,431,SocialEngagement,female,NA
1_2_f,2,5,173,2701,990.1,475.1,2160,2332,605.9,SocialEngagement,female,NA
1_2_f,2,6,294,2828,997.2,488.6,2353,2646,592.4,SocialEngagement,female,NA
1_2_f,2,7,94,2995,1000.8,703.2,2699,2792,377.79999999999995,SocialEngagement,female,NA
1_2_f,2,8,2390,2944,986.7,681.7,2802,5191,399.29999999999995,SocialEngagement,female,NA
1_2_f,2,9,1111,2738,989.1,474.5,5243,6353,606.5,SocialEngagement,female,NA
1_2_f,3,1,440,2541,1016.9,542.5,7,446,538.5,SocialEngagement,female,NA
1_2_f,3,2,1261,2584,976,494.9,465,1725,586.1,SocialEngagement,female,NA
1_2_f,3,3,630,2347,967.7,482.7,1736,2365,598.3,SocialEngagement,female,NA
1_2_f,3,4,548,2344,903.6,623.3,2412,2959,457.70000000000005,SocialEngagement,female,NA
1_2_f,3,5,165,2440,898.3,619.7,2970,3134,461.29999999999995,SocialEngagement,female,NA
1_2_f,3,6,280,2442,1000.6,567.1,3161,3440,513.9,SocialEngagement,female,NA
1_2_f,3,7,381,2455,992.2,581.9,3455,3835,499.1,SocialEngagement,female,NA
1_2_f,3,8,724,2596,987.5,489.1,3880,4603,591.9,SocialEngagement,female,NA
1_2_f,3,9,610,2574,974.3,497.4,4618,5227,583.6,SocialEngagement,female,NA
1_2_f,3,10,1058,2546,817.5,648.1,5279,6336,432.9,SocialEngagement,female,NA
1_2_f,4,1,465,2330,1e3,533.8,7,471,547.2,SocialEngagement,female,NA
1_2_f,4,2,179,2437,981.9,487.8,493,671,593.2,SocialEngagement,female,NA
1_2_f,4,3,180,2494,974,490.8,681,860,590.2,SocialEngagement,female,NA
1_2_f,4,4,1092,2641,981.8,625.6,905,1996,455.4,SocialEngagement,female,NA
1_2_f,4,5,737,2644,966.4,629.7,2015,2751,451.29999999999995,SocialEngagement,female,NA
1_2_f,4,6,917,2680,959.4,669.7,2771,3687,411.29999999999995,SocialEngagement,female,NA
1_2_f,4,7,201,2667,960.9,619.3,3700,3900,461.70000000000005,SocialEngagement,female,NA
1_2_f,4,8,165,2627,976.1,578.7,3925,4089,502.29999999999995,SocialEngagement,female,NA
1_2_f,4,9,272,2689,999.1,651.7,4127,4398,429.29999999999995,SocialEngagement,female,NA
1_2_f,4,10,724,2839,915.6,606.8,4434,5157,474.20000000000005,SocialEngagement,female,NA
1_2_f,4,11,140,2605,976.3,456.2,5210,5349,624.8,SocialEngagement,female,NA
1_2_f,4,12,894,2591,973,480.1,5367,6260,600.9,SocialEngagement,female,NA
1_2_f,4,13,72,2541,974.2,497,6271,6342,584,SocialEngagement,female,NA
1_2_f,5,1,467,2408,1007.1,544.8,7,473,536.2,SocialEngagement,female,NA
1_2_f,5,2,2480,2741,997.1,459.6,494,2973,621.4,SocialEngagement,female,NA
1_2_f,5,3,273,3108,1002.5,519.6,3165,3437,561.4,SocialEngagement,female,NA
1_2_f,5,4,156,3169,990.3,651.1,3485,3640,429.9,SocialEngagement,female,NA
1_2_f,5,5,582,3197,990.1,666.9,3654,4235,414.1,SocialEngagement,female,NA
1_2_f,5,6,239,3146,978.4,505.6,4287,4525,575.4,SocialEngagement,female,NA
1_2_f,5,7,405,3098,978.9,499.9,4532,4936,581.1,SocialEngagement,female,NA
1_2_f,5,8,832,3008,996.3,644.2,4984,5815,436.79999999999995,SocialEngagement,female,NA
1_2_f,5,9,535,3056,1011.3,638,5831,6365,443,SocialEngagement,female,NA
1_2_f,6,1,382,2599,1044.4,550.4,9,390,530.6,SocialEngagement,female,NA
1_2_f,6,2,52,2410,994.2,547.9,603,654,533.1,SocialEngagement,female,NA
1_2_f,6,3,351,2517,995.1,517.3,673,1023,563.7,SocialEngagement,female,NA
1_2_f,6,4,1596,2348,975.2,484.9,1039,2634,596.1,SocialEngagement,female,NA
1_2_f,6,5,729,2470,1097.1,640.2,2679,3407,440.79999999999995,SocialEngagement,female,NA
1_2_f,6,6,1259,2554,847.3,653.4,3457,4715,427.6,SocialEngagement,female,NA
1_2_f,6,7,953,2376,970.7,458,4766,5718,623,SocialEngagement,female,NA
1_2_f,6,8,566,2253,954.8,461.9,5733,6298,619.1,SocialEngagement,female,NA
1_2_f,7,1,308,2232,794.4,544.4,7,314,536.6,SocialEngagement,female,NA
1_2_f,7,2,150,2210,999.2,538.6,351,500,542.4,SocialEngagement,female,NA
1_2_f,7,3,305,2246,965.6,496.3,519,823,584.7,SocialEngagement,female,NA
1_2_f,7,4,226,2394,927,625.9,873,1098,455.1,SocialEngagement,female,NA
1_2_f,7,5,1203,2424,923.9,637.6,1111,2313,443.4,SocialEngagement,female,NA
1_2_f,7,6,489,2373,913.8,642.3,2326,2814,438.70000000000005,SocialEngagement,female,NA
1_2_f,7,7,156,2339,999.8,484.6,2864,3019,596.4,SocialEngagement,female,NA
1_2_f,7,8,1720,2284,976.5,488.6,3031,4750,592.4,SocialEngagement,female,NA
1_2_f,7,9,399,2321,970.7,482.1,4758,5156,598.9,SocialEngagement,female,NA
1_2_f,7,10,351,2341,962.1,477,5164,5514,604,SocialEngagement,female,NA
1_2_f,7,11,776,2426,820.4,684.4,5566,6341,396.6,SocialEngagement,female,NA
1_2_f,8,1,440,2179,861.2,528.1,7,446,552.9,SocialEngagement,female,NA
1_2_f,8,2,149,2143,976.7,504,474,622,577,SocialEngagement,female,NA
1_2_f,8,3,1725,2376,974.3,494,629,2353,587,SocialEngagement,female,NA
1_2_f,8,4,1007,2439,846.2,653.1,2405,3411,427.9,SocialEngagement,female,NA
1_2_f,8,5,296,2305,838,658.7,3419,3714,422.29999999999995,SocialEngagement,female,NA
1_2_f,8,6,228,2239,1025.4,638.1,3743,3970,442.9,SocialEngagement,female,NA
1_2_f,8,7,153,2224,965.3,484.7,4019,4171,596.3,SocialEngagement,female,NA
1_2_f,8,8,2159,2360,973.1,484.3,4179,6337,596.7,SocialEngagement,female,NA
2_2_f2,1,1,319,1388,791,241.3,7,325,839.7,VisualSearch,female,2
2_2_f2,1,2,162,1475,816.7,658.7,390,551,422.29999999999995,VisualSearch,female,2
2_2_f2,1,3,93,1516,469.8,767.3,602,694,313.70000000000005,VisualSearch,female,2
2_2_f2,1,4,232,1552,283.7,700.9,723,954,380.1,VisualSearch,female,2
2_2_f2,1,5,168,1583,232.2,687.1,978,1145,393.9,VisualSearch,female,2
2_2_f2,1,6,262,1610,192.7,693.7,1157,1418,387.29999999999995,VisualSearch,female,2
2_2_f2,1,7,418,1648,154.9,716.5,1445,1862,364.5,VisualSearch,female,2
2_2_f2,1,8,317,1629,212.9,717.1,1888,2204,363.9,VisualSearch,female,2
2_2_f2,1,9,213,1585,278.4,706,2228,2440,375,VisualSearch,female,2
2_2_f2,1,10,239,1533,375.2,729.7,2464,2702,351.29999999999995,VisualSearch,female,2
2_2_f2,1,11,149,1519,308.3,710.6,2723,2871,370.4,VisualSearch,female,2
2_2_f2,1,12,577,1443,228,657.2,2897,3473,423.79999999999995,VisualSearch,female,2
2_2_f2,1,13,231,1320,263.4,610.9,3492,3722,470.1,VisualSearch,female,2
2_2_f2,1,14,610,1360,246.6,629.2,3744,4353,451.79999999999995,VisualSearch,female,2
2_2_f2,1,15,488,1432,291.6,647.4,4380,4867,433.6,VisualSearch,female,2
2_2_f2,1,16,485,1396,341.7,653.7,4889,5373,427.29999999999995,VisualSearch,female,2
2_2_f2,1,17,237,1325,398.2,634.6,5396,5632,446.4,VisualSearch,female,2
2_2_f2,1,18,139,1282,466.6,622.3,5661,5799,458.70000000000005,VisualSearch,female,2
2_2_f2,1,19,678,1376,430.2,647.8,6070,6747,433.20000000000005,VisualSearch,female,2
2_2_f2,1,20,697,1432,468.3,616.9,6907,7603,464.1,VisualSearch,female,2
2_2_f2,1,21,603,1384,520.2,603.4,7624,8226,477.6,VisualSearch,female,2
2_2_f2,1,22,375,1551,541.2,633.5,8244,8618,447.5,VisualSearch,female,2
2_2_f2,1,23,319,1581,598.1,663.8,8641,8959,417.20000000000005,VisualSearch,female,2
2_2_f2,1,24,367,1611,504,660.9,8988,9354,420.1,VisualSearch,female,2
2_2_f2,1,25,559,1541,576.3,703.3,9379,9937,377.70000000000005,VisualSearch,female,2
2_2_f2,1,26,1018,1511,634.4,761.1,9962,10979,319.9,VisualSearch,female,2
2_2_f2,1,27,527,1595,689.7,798.2,11016,11542,282.79999999999995,VisualSearch,female,2
2_2_f2,1,28,619,1512,653.4,883.3,11564,12182,197.70000000000005,VisualSearch,female,2
2_2_f2,1,29,270,1480,738.9,860.4,12206,12475,220.60000000000002,VisualSearch,female,2
2_2_f2,1,30,931,1407,883.1,826,12502,13432,255,VisualSearch,female,2
2_2_f2,1,31,222,1416,905.1,825.4,13452,13673,255.60000000000002,VisualSearch,female,2
2_2_f2,1,32,334,1460,871.7,826.6,13683,14016,254.39999999999998,VisualSearch,female,2
2_2_f2,1,33,480,1441,1093.4,913.7,14049,14528,167.29999999999995,VisualSearch,female,2
2_2_f2,1,34,126,1549,916.5,758.3,14580,14705,322.70000000000005,VisualSearch,female,2
2_2_f2,1,35,191,1537,755.4,701.3,14741,14931,379.70000000000005,VisualSearch,female,2
2_2_f2,1,36,304,1509,817.9,722.8,14953,15256,358.20000000000005,VisualSearch,female,2
2_2_f2,1,37,410,1534,755.5,751.9,15277,15686,329.1,VisualSearch,female,2
2_2_f2,1,38,180,1590,823.8,805.1,15715,15894,275.9,VisualSearch,female,2
2_2_f2,1,39,344,1611,745.4,769.1,15915,16258,311.9,VisualSearch,female,2
2_2_f2,1,40,504,1613,726.6,769.6,16267,16770,311.4,VisualSearch,female,2
2_2_f2,1,41,527,1603,773,737.9,16809,17335,343.1,VisualSearch,female,2
2_2_f2,1,42,640,1593,821.2,773.4,17359,17998,307.6,VisualSearch,female,2
2_2_f2,1,43,456,1586,808.3,754.1,18017,18472,326.9,VisualSearch,female,2
2_2_f2,1,44,231,1586,833.2,754.8,18500,18730,326.20000000000005,VisualSearch,female,2
2_2_f2,1,45,229,1611,811.4,735.7,18742,18970,345.29999999999995,VisualSearch,female,2
2_2_f2,1,46,759,1601,783.7,729.6,18981,19739,351.4,VisualSearch,female,2
2_2_f2,1,47,147,1610,819.2,716.3,19770,19916,364.70000000000005,VisualSearch,female,2
2_2_f2,1,48,358,1648,763.6,715.9,19933,20290,365.1,VisualSearch,female,2
2_2_f2,1,49,489,1626,858.3,722,20327,20815,359,VisualSearch,female,2
2_2_f2,1,50,204,1712,863,655.9,20980,21183,425.1,VisualSearch,female,2
2_2_f2,2,1,54,1642,855,686.6,7,60,394.4,VisualSearch,female,2
2_2_f2,2,2,157,1572,887,678.1,85,241,402.9,VisualSearch,female,2
2_2_f2,2,3,234,1497,882,690.4,300,533,390.6,VisualSearch,female,2
2_2_f2,2,4,227,1510,882.7,539.8,575,801,541.2,VisualSearch,female,2
2_2_f2,2,5,140,1449,784.3,313.1,853,992,767.9,VisualSearch,female,2
2_2_f2,2,6,146,1386,642.7,404.6,1026,1171,676.4,VisualSearch,female,2
2_2_f2,2,7,238,1314,593.2,375.5,1190,1427,705.5,VisualSearch,female,2
2_2_f2,2,8,277,1280,769.5,263,1465,1741,818,VisualSearch,female,2
2_2_f2,2,9,254,1335,689.7,417.7,1786,2039,663.3,VisualSearch,female,2
2_2_f2,2,10,195,1383,745.3,300.6,2066,2260,780.4,VisualSearch,female,2
