ParticipantID,Trial,Saccade,Direction,Amplitude,Duration,PeakVelocity,MeanVelocity,Blink,StartTime,EndTime,StartX,StartY,EndX,EndY,StartYClean,EndYClean,Task,ParticipantGender,SearchOrder
2_2_f2,6,35,UP,11.33,64,390.2,177.11,false,8494,8557,1649.6,1109.9,1617,601,-28.90000000000009,480,VisualSearch,female,2
2_2_f2,6,36,LEFT,2.71,26,151.12,104.41,false,8736,8761,1609.9,635.5,1487.3,566.8,445.5,514.2,VisualSearch,female,2
2_2_f2,6,37,LEFT,3.86,40,154.64,96.58,false,9163,9202,1488.6,537.2,1283.1,491.5,543.8,589.5,VisualSearch,female,2
2_2_f2,6,38,RIGHT,1.03,22,76.71,46.67,false,9346,9367,1279.6,478.2,1321.5,506,602.8,575,VisualSearch,female,2
2_2_f2,6,39,UP,3.2,29,169.46,110.36,false,9690,9718,1307.1,500.2,1419.5,401,580.8,680,VisualSearch,female,2
2_2_f2,6,40,UP,0.72,14,51.02,51.52,false,9898,9911,1420,375.9,1410.3,348.1,705.1,732.9,VisualSearch,female,2
2_2_f2,6,41,UP,3.08,39,171.39,79.05,false,10310,10348,1430.3,314.2,1479.9,197.9,766.8,883.1,VisualSearch,female,2
2_2_f2,6,42,UP,4.25,30,273.9,141.5,false,10558,10587,1469.3,226.2,1526.9,64.3,854.8,1016.7,VisualSearch,female,2
2_2_f2,6,43,LEFT,0.78,15,55.4,52.16,false,10764,10778,1516.2,84.6,1480.9,67,996.4,1014,VisualSearch,female,2
2_2_f2,6,44,LEFT,8.84,56,338.53,157.82,false,10926,10981,1487.4,76,1008.7,63.7,1005,1017.3,VisualSearch,female,2
2_2_f2,6,45,LEFT,0.83,15,58.51,55.51,false,11161,11175,974.9,69.7,942.1,91.4,1011.3,989.6,VisualSearch,female,2
2_2_f2,6,46,LEFT,5.9,49,292.23,120.32,false,11450,11498,943.7,97.4,629.6,68.7,983.6,1012.3,VisualSearch,female,2
2_2_f2,6,47,LEFT,2.45,25,150.11,98.15,false,11651,11675,602.6,78.6,486.9,31,1002.4,1050,VisualSearch,female,2
2_2_f2,6,48,RIGHT,3.78,42,262.34,89.93,false,11939,11980,479.4,37.7,677.2,76.1,1043.3,1004.9,VisualSearch,female,2
2_2_f2,6,49,LEFT,0.72,18,58.75,40.2,false,12131,12148,678.7,90.3,651.5,70.2,990.7,1010.8,VisualSearch,female,2
2_2_f2,6,50,LEFT,7.08,46,315.73,153.85,false,12381,12426,650.7,88.9,319.3,233.9,992.1,847.1,VisualSearch,female,2
2_2_f2,6,51,UP,1.66,22,105.24,75.66,false,12673,12694,286.6,239.4,322.4,178.4,841.6,902.6,VisualSearch,female,2
2_2_f2,6,52,DOWN,2.54,165,1037.48,15.42,true,12812,12976,316.2,189.8,389.8,276,891.2,805,VisualSearch,female,2
2_2_f2,6,53,DOWN,3.44,46,270.61,74.88,false,13150,13195,387.4,294.8,477.7,415.9,786.2,665.1,VisualSearch,female,2
2_2_f2,6,54,UP,1.69,22,109.59,76.89,false,13352,13373,488.6,446.4,461.3,381.6,634.6,699.4,VisualSearch,female,2
2_2_f2,6,55,DOWN,1.61,36,159.44,44.73,false,13711,13746,466.1,383,520.8,433.8,698,647.2,VisualSearch,female,2
2_2_f2,6,56,RIGHT,3.58,50,265.59,71.56,false,14101,14150,531.5,432.5,677.1,529.6,648.5,551.4,VisualSearch,female,2
2_2_f2,6,57,UP,3.15,26,198.86,121.18,false,14321,14346,687.1,550.2,756.8,434.2,530.8,646.8,VisualSearch,female,2
2_2_f2,6,58,DOWN,0.99,32,118.11,30.85,false,14534,14565,747.5,439.4,743.9,478.8,641.6,602.2,VisualSearch,female,2
2_2_f2,6,59,DOWN,3.41,46,295.23,74.07,false,14869,14914,737.8,486.3,851.5,595.9,594.7,485.1,VisualSearch,female,2
2_2_f2,6,60,UP,1.69,24,114.34,70.43,false,15060,15083,862.1,626.5,859,557.4,454.5,523.6,VisualSearch,female,2
2_2_f2,6,61,DOWN,1.51,25,111.84,60.24,false,15414,15438,855.4,567.7,896.4,621.2,513.3,459.79999999999995,VisualSearch,female,2
2_2_f2,6,62,DOWN,3.4,47,257.31,72.24,false,15798,15844,879.8,615.8,812.4,748.2,465.20000000000005,332.79999999999995,VisualSearch,female,2
2_2_f2,6,63,UP,1.06,18,72.59,59.05,false,15983,16000,809.6,781.4,814,736.3,299.6,344.70000000000005,VisualSearch,female,2
2_2_f2,6,64,DOWN,3.16,29,199.81,108.83,false,16313,16341,805.5,748.6,851.4,880.2,332.4,200.79999999999995,VisualSearch,female,2
2_2_f2,6,65,DOWN,1.18,32,125.65,36.96,false,16539,16570,825.5,855.9,829.1,907.8,225.10000000000002,173.20000000000005,VisualSearch,female,2
2_2_f2,6,66,DOWN,4.27,32,248.82,133.5,false,16923,16954,837.5,920.1,991.2,1072.9,160.89999999999998,8.099999999999909,VisualSearch,female,2
2_2_f2,6,67,RIGHT,1.14,20,80.26,57.17,false,17129,17148,984.7,1043.5,1050.6,1035,37.5,46,VisualSearch,female,2
2_2_f2,6,68,LEFT,5.63,35,286.63,160.98,false,17498,17532,1012.7,1063.4,684.5,1105.5,17.59999999999991,-24.5,VisualSearch,female,2
2_2_f2,6,69,UP,3.86,38,165.22,101.57,false,17875,17912,675.6,1068.9,610.5,900.4,12.099999999999909,180.60000000000002,VisualSearch,female,2
2_2_f2,6,70,DOWN,2.83,34,133.95,83.19,false,18103,18136,611.2,904.3,570.7,1028.8,176.70000000000005,52.200000000000045,VisualSearch,female,2
2_2_f2,6,71,LEFT,1.15,20,82.88,57.53,false,18361,18380,559,1024.9,492.3,1035.7,56.09999999999991,45.299999999999955,VisualSearch,female,2
2_2_f2,6,72,LEFT,3.75,29,191.34,129.2,false,18657,18685,503.1,1047.5,280.5,1022.1,33.5,58.89999999999998,VisualSearch,female,2
2_2_f2,6,73,UP,4.65,35,196.04,132.79,false,19006,19040,270.8,992.9,241.8,784.9,88.10000000000002,296.1,VisualSearch,female,2
2_2_f2,6,74,UP,0.78,15,57.44,52.14,false,19361,19375,245,769.4,235.7,736.2,311.6,344.79999999999995,VisualSearch,female,2
2_2_f2,6,75,UP,8.37,59,336.15,141.81,false,19561,19619,231.9,730.9,313,386.6,350.1,694.4,VisualSearch,female,2
2_2_f2,6,76,UP,1.35,19,89.07,71.1,false,19830,19848,319,364.9,338.9,312.7,716.1,768.3,VisualSearch,female,2
2_2_f2,6,77,UP,3.32,41,141.38,80.96,false,20069,20109,336.3,320.4,285.1,193.4,760.6,887.6,VisualSearch,female,2
2_2_f2,6,78,RIGHT,2.25,25,153.88,89.85,false,20542,20566,262.4,202,367.2,153.2,879,927.8,VisualSearch,female,2
2_2_f2,6,79,RIGHT,7.3,54,347.56,135.12,false,20769,20822,336.1,150.8,729.6,104.6,930.2,976.4,VisualSearch,female,2
2_2_f2,6,80,UP,2.01,27,121.06,74.29,false,21065,21091,755.5,111.4,691.1,49.1,969.6,1031.9,VisualSearch,female,2
2_2_f2,6,81,RIGHT,8.05,52,371.7,154.78,false,21240,21291,691.2,56.2,1122.2,37.3,1024.8,1043.7,VisualSearch,female,2
2_2_f2,6,82,LEFT,2.22,28,142.77,79.46,false,21511,21538,1138.2,57.5,1035.4,100.9,1023.5,980.1,VisualSearch,female,2
2_2_f2,6,83,RIGHT,8.68,53,387.64,163.71,false,21694,21746,1033.6,98.7,1494.3,168.1,982.3,912.9,VisualSearch,female,2
2_2_f2,6,84,DOWN,2.23,24,137.15,92.84,false,21970,21993,1506,186.1,1440,260.1,894.9,820.9,VisualSearch,female,2
2_2_f2,6,85,DOWN,2.57,26,153.9,98.84,false,22161,22186,1448.5,252.5,1418.4,351.8,828.5,729.2,VisualSearch,female,2
2_2_f2,6,86,UP,1.24,19,84.51,65.29,false,22323,22341,1425.9,345,1440.4,297,736,784,VisualSearch,female,2
2_2_f2,6,87,RIGHT,3.59,45,258.21,79.68,false,22503,22547,1423.4,309.4,1596.7,239.9,771.6,841.1,VisualSearch,female,2
2_2_f2,6,88,DOWN,2.46,25,149.79,98.3,false,22823,22847,1605.5,245.6,1566.5,339.5,835.4,741.5,VisualSearch,female,2
2_2_f2,6,89,UP,3.83,67,220.93,57.14,false,23041,23107,1566.6,339.2,1709.9,224.8,741.8,856.2,VisualSearch,female,2
2_2_f2,6,90,UP,4.05,30,257.94,134.85,false,23184,23213,1694.4,209.3,1697.7,48.3,871.7,1032.7,VisualSearch,female,2
2_2_f2,6,91,DOWN,2.61,26,154.27,100.39,false,23561,23586,1695.2,49.7,1690.6,153.4,1031.3,927.6,VisualSearch,female,2
2_2_f2,6,92,DOWN,10.51,64,525.84,164.23,false,23706,23769,1684.5,150.4,1680.5,578.7,930.6,502.29999999999995,VisualSearch,female,2
2_2_f2,6,93,UP,1.03,14,70.79,73.66,false,23887,23900,1673.3,594.1,1683.2,551.7,486.9,529.3,VisualSearch,female,2
2_2_f2,6,94,DOWN,4.21,46,309.53,91.59,false,24179,24224,1677.1,556.4,1611.8,727.9,524.6,353.1,VisualSearch,female,2
2_2_f2,6,95,DOWN,2.59,137,799.55,18.88,true,24361,24497,1609.8,749,1520.3,839.6,332,241.39999999999998,VisualSearch,female,2
2_2_f2,6,96,DOWN,1.12,19,75.67,59.1,false,24716,24734,1509.5,824.9,1468.9,863.6,256.1,217.39999999999998,VisualSearch,female,2
2_2_f2,6,97,DOWN,3.73,37,216.65,100.79,false,24943,24979,1482.8,855.1,1626,983.1,225.89999999999998,97.89999999999998,VisualSearch,female,2
2_2_f2,6,98,DOWN,1.46,22,92.96,66.27,false,25209,25230,1624.3,980.4,1672.1,1037.4,100.60000000000002,43.59999999999991,VisualSearch,female,2
2_2_f2,6,99,UP,13.19,55,342.89,239.76,false,25756,25810,1669,1088.7,1340.3,559.6,-7.7000000000000455,521.4,VisualSearch,female,2
2_2_f2,6,100,UP,1.64,20,99.22,82.24,false,25967,25986,1316.8,523,1303.1,457.4,558,623.6,VisualSearch,female,2
2_2_f2,6,101,DOWN,2.19,28,119.56,78.21,false,26230,26257,1295,445,1363,517.9,636,563.1,VisualSearch,female,2
2_2_f2,6,102,.,0.43,8,40.19,53.57,false,26552,26559,1357,519.6,1379.8,514.7,561.4,566.3,VisualSearch,female,2
2_2_f2,6,103,LEFT,3.75,26,228.32,144.12,false,26715,26740,1369.6,527.9,1202.5,619.1,553.1,461.9,VisualSearch,female,2
2_2_f2,6,104,UP,5.72,46,213.22,124.41,false,26922,26967,1189.1,596.1,987.8,419.6,484.9,661.4,VisualSearch,female,2
2_2_f2,6,105,DOWN,0.82,21,68.03,39.01,false,27174,27194,993.1,436.2,996.6,468.7,644.8,612.3,VisualSearch,female,2
2_2_f2,6,106,RIGHT,1.69,23,118.2,73.69,false,27662,27684,989.5,466.9,1080.6,457.3,614.1,623.7,VisualSearch,female,2
2_2_f2,6,107,UP,1.2,144,1125.76,8.35,true,27858,28001,1057.9,466.3,1033.6,421.9,614.7,659.1,VisualSearch,female,2
2_2_f2,6,108,LEFT,5.95,42,299.26,141.69,false,28262,28303,1038,435.9,716.5,463.7,645.1,617.3,VisualSearch,female,2
2_2_f2,6,109,LEFT,1.06,24,93.7,44.12,false,28616,28639,684.3,468.1,627.7,458.9,612.9,622.1,VisualSearch,female,2
2_2_f2,6,110,DOWN,3.57,29,202.91,123.03,false,28896,28924,630,471.6,522.8,593.6,609.4,487.4,VisualSearch,female,2
2_2_f2,6,111,DOWN,6.26,50,324.26,125.21,false,29334,29383,498.8,642.1,684.6,870.5,438.9,210.5,VisualSearch,female,2
2_2_f2,6,112,UP,3.45,37,112.54,93.32,false,29650,29686,697.4,879.3,641.2,736.4,201.70000000000005,344.6,VisualSearch,female,2
2_2_f2,6,113,DOWN,1.73,31,130.33,55.71,false,29950,29980,643.9,695.3,709.4,749.1,385.70000000000005,331.9,VisualSearch,female,2
2_2_f2,6,114,DOWN,6.02,35,333.63,172.09,false,30100,30134,709.4,748.9,850.9,990.4,332.1,90.60000000000002,VisualSearch,female,2
2_2_f2,6,115,DOWN,1.96,24,131.17,81.59,false,30351,30374,848.5,956,913.2,1029.2,125,51.799999999999955,VisualSearch,female,2
2_2_f2,6,116,RIGHT,2.12,25,146.37,84.88,false,30618,30642,902.7,1024.2,1025.9,1032.1,56.799999999999955,48.90000000000009,VisualSearch,female,2
2_2_f2,6,117,DOWN,1.33,22,92.1,60.32,false,30808,30829,1002.2,1042.5,1012.8,1103.9,38.5,-22.90000000000009,VisualSearch,female,2
2_2_f2,6,118,RIGHT,7.8,39,335.5,199.9,false,31006,31044,1012.3,1082.9,1469.1,1158.7,-1.900000000000091,-77.70000000000005,VisualSearch,female,2
2_2_f2,6,119,LEFT,2.6,24,159.55,108.19,false,31257,31280,1478.2,1160,1321.1,1170.1,-79,-89.09999999999991,VisualSearch,female,2
2_2_f2,6,120,RIGHT,5.5,34,248.83,161.75,false,31564,31597,1296,1166.5,1621.7,1238.8,-85.5,-157.79999999999995,VisualSearch,female,2
2_2_f2,6,121,RIGHT,1.01,20,71.84,50.51,false,31881,31900,1641.3,1241.1,1692.8,1211.5,-160.0999999999999,-130.5,VisualSearch,female,2
2_2_f2,6,122,LEFT,6.1,38,259.19,160.54,false,32157,32194,1665.7,1223.5,1288.5,1238,-142.5,-157,VisualSearch,female,2
2_2_f2,6,123,RIGHT,3.09,27,187.91,114.32,false,32473,32499,1211.8,1210.1,1391.7,1255.7,-129.0999999999999,-174.70000000000005,VisualSearch,female,2
2_2_f2,6,124,LEFT,2.32,22,142.52,105.54,false,32828,32849,1375.1,1260.6,1234.9,1282.3,-179.5999999999999,-201.29999999999995,VisualSearch,female,2
2_2_f2,6,125,UP,0.91,16,56.96,56.95,false,33054,33069,1213.6,1243.5,1196.3,1200.8,-162.5,-119.79999999999995,VisualSearch,female,2
2_2_f2,6,126,RIGHT,1.11,23,87.97,48.37,false,33242,33264,1196.7,1190.8,1247.1,1227,-109.79999999999995,-146,VisualSearch,female,2
2_2_f2,6,127,RIGHT,7.06,52,339.82,135.83,false,33415,33466,1236.5,1229.6,1662.5,1318.2,-148.5999999999999,-237.20000000000005,VisualSearch,female,2
2_2_f2,6,128,LEFT,1.16,16,73.43,72.56,false,33725,33740,1678.7,1271.7,1606.1,1263.8,-190.70000000000005,-182.79999999999995,VisualSearch,female,2
2_2_f2,6,129,RIGHT,1.8,23,114.56,78.28,false,33940,33962,1600.5,1235.4,1708.6,1262.9,-154.4000000000001,-181.9000000000001,VisualSearch,female,2
2_2_f2,6,130,RIGHT,0.59,12,45.06,49.26,false,34241,34252,1694.4,1232.6,1724.7,1215.3,-151.5999999999999,-134.29999999999995,VisualSearch,female,2
2_2_f2,6,131,LEFT,8.51,55,339.31,154.64,false,34350,34404,1720.3,1198,1197.5,1184.6,-117,-103.59999999999991,VisualSearch,female,2
2_2_f2,6,132,RIGHT,0.62,14,48.81,44.61,false,34664,34677,1165.1,1127.8,1202.2,1129.9,-46.799999999999955,-48.90000000000009,VisualSearch,female,2
2_2_f2,6,133,RIGHT,1.02,17,70.06,59.81,false,34929,34945,1190.6,1129.9,1251.2,1129.9,-48.90000000000009,-48.90000000000009,VisualSearch,female,2
2_2_f2,6,134,RIGHT,7.78,41,306.34,189.73,false,35210,35250,1233.4,1119.2,1691.1,1224.8,-38.200000000000045,-143.79999999999995,VisualSearch,female,2
2_2_f2,6,135,RIGHT,1.18,21,72.47,56.15,false,35579,35599,1692.5,1132.6,1759.5,1109.3,-51.59999999999991,-28.299999999999955,VisualSearch,female,2
2_2_f2,6,136,LEFT,1.78,23,114.94,77.18,false,36242,36264,1736.5,978.3,1629.2,984.1,102.70000000000005,96.89999999999998,VisualSearch,female,2
2_2_f2,6,137,LEFT,6.05,43,297.61,140.67,false,36391,36433,1636.3,923.5,1289.1,988,157.5,93,VisualSearch,female,2
2_2_f2,6,138,RIGHT,1.14,17,75.33,66.91,false,36629,36645,1274.5,882.3,1332.9,905.3,198.70000000000005,175.70000000000005,VisualSearch,female,2
2_2_f2,6,139,RIGHT,2,24,132.22,83.21,false,36823,36846,1325,902.8,1436.6,927.5,178.20000000000005,153.5,VisualSearch,female,2
2_2_f2,6,140,DOWN,1.08,163,393.01,6.6,true,36976,37138,1417.8,930.2,1422.2,978.8,150.79999999999995,102.20000000000005,VisualSearch,female,2
2_2_f2,6,141,UP,5.19,37,193.6,140.18,false,37764,37800,1403.2,901,1399.1,676.7,180,404.29999999999995,VisualSearch,female,2
2_2_f2,6,142,UP,1.38,21,85.8,65.76,false,37942,37962,1391.6,636.4,1391,579.3,444.6,501.70000000000005,VisualSearch,female,2
2_2_f2,6,143,DOWN,6,48,238.27,124.98,false,38303,38350,1378.2,620.2,1435.8,873.3,460.79999999999995,207.70000000000005,VisualSearch,female,2
2_2_f2,6,144,RIGHT,3.14,29,190.45,108.22,false,38549,38577,1426.6,828.8,1608.4,815.5,252.20000000000005,265.5,VisualSearch,female,2
2_2_f2,6,145,RIGHT,2.57,26,156.97,98.71,false,38752,38777,1590.9,808.6,1732.3,850.1,272.4,230.89999999999998,VisualSearch,female,2
2_2_f2,6,146,UP,3.95,37,149.26,106.88,false,39038,39074,1704.7,831.5,1737.7,661.4,249.5,419.6,VisualSearch,female,2
2_2_f2,6,147,LEFT,8.94,59,329.96,151.52,false,39319,39377,1735.7,662.6,1236.8,753,418.4,328,VisualSearch,female,2
2_2_f2,6,148,RIGHT,2.64,26,164.12,101.35,false,39632,39657,1208.5,714.5,1333.9,774.6,366.5,306.4,VisualSearch,female,2
2_2_f2,6,149,LEFT,2.7,25,167.11,107.87,false,39966,39990,1327.7,781.7,1181.3,749.4,299.29999999999995,331.6,VisualSearch,female,2
2_2_f2,6,150,RIGHT,2.98,28,177.39,106.26,false,40147,40174,1194.3,706.6,1346,760.3,374.4,320.70000000000005,VisualSearch,female,2
2_2_f2,6,151,UP,3.16,30,139.96,105.23,false,40474,40503,1320.7,764.4,1381.6,639.2,316.6,441.79999999999995,VisualSearch,female,2
2_2_f2,6,152,RIGHT,1.53,27,110.65,56.74,false,40755,40781,1370.7,613.1,1442.2,648.6,467.9,432.4,VisualSearch,female,2
2_2_f2,6,153,UP,1.79,27,113.78,66.43,false,40999,41025,1426.3,651.4,1485.7,591,429.6,490,VisualSearch,female,2
2_2_f2,6,154,UP,3.04,26,157.72,116.79,false,41162,41187,1469.1,541.8,1427.8,422.4,539.2,658.6,VisualSearch,female,2
2_2_f2,7,1,DOWN,7.2,70,307.37,102.91,false,224,293,1413.1,389.7,1619.3,644.1,691.3,436.9,VisualSearch,female,2
2_2_f2,7,2,DOWN,11.53,56,468.35,205.9,false,395,450,1613.8,543.8,1158.7,900.7,537.2,180.29999999999995,VisualSearch,female,2
2_2_f2,7,3,LEFT,4.48,48,220.52,93.33,false,607,654,1129.3,873.1,874.6,865.5,207.89999999999998,215.5,VisualSearch,female,2
2_2_f2,7,4,LEFT,2.68,27,169.63,99.11,false,834,860,851.5,877.6,736.2,956.1,203.39999999999998,124.89999999999998,VisualSearch,female,2
2_2_f2,7,5,LEFT,5.76,35,283.93,164.46,false,1024,1058,739.6,946.5,405.9,983.1,134.5,97.89999999999998,VisualSearch,female,2
2_2_f2,7,6,RIGHT,2.35,25,148.07,94.13,false,1329,1353,393.5,993,493.9,919.2,88,161.79999999999995,VisualSearch,female,2
2_2_f2,7,7,UP,7.18,52,226.31,137.98,false,1590,1641,477.2,926.9,304,643.1,154.10000000000002,437.9,VisualSearch,female,2
2_2_f2,7,8,RIGHT,8.27,52,302.3,159.07,false,1851,1902,298.2,642.5,737.9,531.6,438.5,549.4,VisualSearch,female,2
2_2_f2,7,9,RIGHT,10.98,68,328.97,161.5,false,2044,2111,738.6,544.2,1344.2,538.2,536.8,542.8,VisualSearch,female,2
2_2_f2,7,10,DOWN,7.88,56,343.89,140.71,false,2454,2509,1346.9,542.4,1611.3,812.4,538.6,268.6,VisualSearch,female,2
2_2_f2,7,11,RIGHT,0.66,23,66.52,28.81,false,2856,2878,1616.2,840.9,1647.7,823.6,240.10000000000002,257.4,VisualSearch,female,2
2_2_f2,7,12,LEFT,11.16,64,326.31,174.44,false,3035,3098,1640.8,833.4,999.9,906.8,247.60000000000002,174.20000000000005,VisualSearch,female,2
2_2_f2,7,13,LEFT,2.42,39,192.29,62.03,false,3237,3275,969.6,920.9,831.5,911.7,160.10000000000002,169.29999999999995,VisualSearch,female,2
2_2_f2,7,14,LEFT,5.79,50,350.58,115.77,false,3583,3632,817,919.2,484.5,955.2,161.79999999999995,125.79999999999995,VisualSearch,female,2
2_2_f2,7,15,UP,7.76,54,308.91,143.75,false,4059,4112,457.9,958.7,301,640.2,122.29999999999995,440.79999999999995,VisualSearch,female,2
2_2_f2,7,16,RIGHT,1.35,160,757.47,8.42,true,4312,4471,291.3,619.5,357.1,649.2,461.5,431.79999999999995,VisualSearch,female,2
2_2_f2,7,17,UP,3.04,32,191.91,95.08,false,4963,4994,361.5,693.6,314.2,570.6,387.4,510.4,VisualSearch,female,2
2_2_f2,7,18,UP,9.1,62,394.59,146.82,false,5153,5214,327.2,575.8,486.8,226.6,505.20000000000005,854.4,VisualSearch,female,2
2_2_f2,7,19,RIGHT,13.35,61,412.8,218.89,false,5491,5551,472.5,183.6,1195.8,155.3,897.4,925.7,VisualSearch,female,2
2_2_f2,7,20,RIGHT,7.65,39,359.3,196.23,false,5785,5823,1219.1,164.4,1589.6,306.6,916.6,774.4,VisualSearch,female,2
2_2_f2,7,21,DOWN,1.59,22,109.39,72.06,false,6066,6087,1589.9,307,1552.8,364.6,774,716.4,VisualSearch,female,2
2_2_f2,7,22,RIGHT,2.01,22,127.88,91.24,false,6190,6211,1554.5,361.9,1646.4,315.3,719.1,765.7,VisualSearch,female,2
2_2_f2,7,23,UP,1.28,20,82.28,63.99,false,6345,6364,1620.9,320.8,1645.3,272.7,760.2,808.3,VisualSearch,female,2
2_2_f2,7,24,RIGHT,2.15,24,121.89,89.43,false,6794,6817,1635.2,289.3,1752,264.9,791.7,816.1,VisualSearch,female,2
2_2_f2,7,25,RIGHT,0.73,14,50.64,52.38,false,6989,7002,1733,253.6,1763.6,233.5,827.4,847.5,VisualSearch,female,2
2_2_f2,7,26,DOWN,11.67,59,492.17,197.82,false,7306,7364,1746.7,240.5,1306.7,592.7,840.5,488.29999999999995,VisualSearch,female,2
2_2_f2,7,27,LEFT,5.46,40,247.68,136.52,false,7540,7579,1279.3,618.2,989.6,685.4,462.79999999999995,395.6,VisualSearch,female,2
2_2_f2,7,28,LEFT,10.55,62,319,170.14,false,7872,7933,988.1,671.4,394.5,685.4,409.6,395.6,VisualSearch,female,2
2_2_f2,7,29,RIGHT,8.15,60,264.74,135.75,false,8421,8480,359.4,692,816.7,742.3,389,338.70000000000005,VisualSearch,female,2
2_2_f2,7,30,RIGHT,3.99,28,240.06,142.6,false,8843,8870,828.8,748.7,1041.5,698.6,332.29999999999995,382.4,VisualSearch,female,2
2_2_f2,7,31,LEFT,1.79,24,108.68,74.48,false,9202,9225,1038.3,696.3,939,696.6,384.70000000000005,384.4,VisualSearch,female,2
2_2_f2,7,32,RIGHT,2.39,26,154.3,91.83,false,9409,9434,954.2,700.1,1086.9,697.2,380.9,383.79999999999995,VisualSearch,female,2
2_2_f2,7,33,RIGHT,6.25,37,320.25,168.99,false,9767,9803,1074.3,699.2,1327.5,523,381.79999999999995,558,VisualSearch,female,2
2_2_f2,7,34,DOWN,16.41,72,614.58,227.93,false,10003,10074,1321.4,527.9,670.3,1040.3,553.1,40.700000000000045,VisualSearch,female,2
2_2_f2,7,35,UP,2.69,27,157.06,99.75,false,10228,10254,669.2,1040,765,942.9,41,138.10000000000002,VisualSearch,female,2
2_2_f2,7,36,LEFT,5.2,46,316.77,112.94,false,10419,10464,751.6,945.2,454.3,993.2,135.79999999999995,87.79999999999995,VisualSearch,female,2
2_2_f2,7,37,.,0.44,9,40.7,49.17,false,10791,10799,429.8,1003.5,445.5,987.2,77.5,93.79999999999995,VisualSearch,female,2
2_2_f2,7,38,LEFT,2.77,27,190.03,102.7,false,10998,11024,436.2,966.3,293.2,1031.3,114.70000000000005,49.700000000000045,VisualSearch,female,2
2_2_f2,7,39,UP,1.76,22,97.87,79.8,false,11327,11348,281.7,1020.5,229.5,949.8,60.5,131.20000000000005,VisualSearch,female,2
2_2_f2,7,40,RIGHT,3.68,26,197.38,141.69,false,11840,11865,252.3,945.1,444.6,1028.1,135.89999999999998,52.90000000000009,VisualSearch,female,2
2_2_f2,7,41,LEFT,1.21,19,79.9,63.53,false,12059,12077,478.2,1014.9,423.7,978.9,66.10000000000002,102.10000000000002,VisualSearch,female,2
2_2_f2,7,42,LEFT,3.37,48,186.35,70.2,false,12354,12401,426.6,992.4,282.3,886.4,88.60000000000002,194.60000000000002,VisualSearch,female,2
2_2_f2,7,43,RIGHT,4.92,33,266.3,149.07,false,12630,12662,269.2,893.7,542.2,970.1,187.29999999999995,110.89999999999998,VisualSearch,female,2
2_2_f2,7,44,RIGHT,2.36,38,220.63,62.12,false,12982,13019,538.3,935.9,653.9,994.1,145.10000000000002,86.89999999999998,VisualSearch,female,2
2_2_f2,7,45,LEFT,1.8,21,114.48,85.84,false,13265,13285,673.8,992.1,573.5,967.2,88.89999999999998,113.79999999999995,VisualSearch,female,2
2_2_f2,7,46,LEFT,3.91,25,240.92,156.26,false,13519,13543,580.5,1001,353.8,966.4,80,114.60000000000002,VisualSearch,female,2
2_2_f2,7,47,DOWN,0.96,18,65.54,53.53,false,13746,13763,320.7,965,312.8,1009,116,72,VisualSearch,female,2
2_2_f2,7,48,RIGHT,1.94,25,129.87,77.41,false,14074,14098,277.2,939.6,377.5,983.6,141.39999999999998,97.39999999999998,VisualSearch,female,2
2_2_f2,7,49,LEFT,2.96,26,190.65,113.96,false,14244,14269,346.6,1008.3,182.1,954.7,72.70000000000005,126.29999999999995,VisualSearch,female,2
2_2_f2,7,50,RIGHT,8.55,49,340.58,174.53,false,14935,14983,208.9,958.8,689,1098.5,122.20000000000005,-17.5,VisualSearch,female,2
2_2_f2,7,51,LEFT,0.85,20,68.6,42.4,false,15212,15231,674.6,974.3,628.1,987.4,106.70000000000005,93.60000000000002,VisualSearch,female,2
2_2_f2,7,52,LEFT,6.33,48,201.81,131.77,false,15581,15628,641.6,986.5,337.8,825.2,94.5,255.79999999999995,VisualSearch,female,2
2_2_f2,7,53,RIGHT,7.02,55,329.97,127.58,false,16065,16119,324.4,840.9,685.2,991,240.10000000000002,90,VisualSearch,female,2
2_2_f2,7,54,LEFT,0.66,14,45.83,47.02,false,16309,16322,695.7,960.8,667.8,981.2,120.20000000000005,99.79999999999995,VisualSearch,female,2
2_2_f2,7,55,RIGHT,13.21,56,395.64,235.83,false,16484,16539,676.3,968.4,1449,1028.5,112.60000000000002,52.5,VisualSearch,female,2
2_2_f2,7,56,RIGHT,3.07,46,214.59,66.81,false,16693,16738,1447,1015,1630.9,1008.8,66,72.20000000000005,VisualSearch,female,2
2_2_f2,7,57,RIGHT,3.42,31,199.55,110.37,false,16822,16852,1645.6,1013.1,1830.1,1091.9,67.89999999999998,-10.900000000000091,VisualSearch,female,2
2_2_f2,7,58,UP,4.38,34,201.52,128.82,false,17080,17113,1812.3,1067.8,1666.8,897.3,13.200000000000045,183.70000000000005,VisualSearch,female,2
2_2_f2,7,59,DOWN,3.54,33,182.34,107.34,false,17435,17467,1639.4,898.9,1721.2,1050,182.10000000000002,31,VisualSearch,female,2
2_2_f2,7,60,LEFT,5.58,41,237.28,136.15,false,17732,17772,1730.8,1014.8,1399.4,977.4,66.20000000000005,103.60000000000002,VisualSearch,female,2
2_2_f2,7,61,RIGHT,5.75,37,283.97,155.54,false,18135,18171,1371.3,965.5,1707,1024.9,115.5,56.09999999999991,VisualSearch,female,2
