ParticipantID,Trial,Saccade,CURRENT_SAC_DIRECTION,CURRENT_SAC_AMPLITUDE,CURRENT_SAC_PEAK_VELOCITY,CURRENT_SAC_AVG_VELOCITY,CURRENT_SAC_START_TIME,CURRENT_SAC_END_TIME,Duration,CURRENT_SAC_START_X,CURRENT_SAC_START_Y,CURRENT_SAC_END_X,CURRENT_SAC_END_Y,CURRENT_SAC_CONTAINS_BLINK,Condition,Order,Task,ParticipantGender,Stimulus,ActorGender,Directionality,Ostension,Year
forCKB1,8,80,DOWN,0.93,76.14,54.84,24892,24908,17,635.9,237.2,635.8,273.7,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,81,UP,0.93,623.71,4.23,24932,25152,221,634.3,278.3,621.6,242.9,1,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,82,LEFT,0.71,52.56,59.4,25570,25581,12,640,239.9,601.4,241.1,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,83,RIGHT,0.58,45.56,52.28,25942,25952,11,603.1,240.7,634.2,242.5,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,84,UP,0.55,46.5,50.17,26268,26278,11,631.8,246.9,618.7,227.5,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,85,LEFT,0.7,53.14,58.03,26646,26657,12,609.9,233.3,577.5,219.3,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,86,UP,1.14,77.42,66.77,26947,26963,17,578.9,220.1,576.8,175.8,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,87,UP,0.72,48.08,48.22,27421,27435,15,583.1,175.7,586.5,147.6,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,88,.,0.49,40.01,44.52,27866,27876,11,584.5,148.8,577.9,130.3,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,89,RIGHT,0.51,42.75,51.15,28139,28148,10,586.1,123,610.8,114,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,90,DOWN,0.5,39.93,41.98,28955,28966,12,635.3,133.5,650.4,149.8,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,91,UP,0.91,62.79,64.83,29510,29523,14,648,160.4,664.1,127.1,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,92,DOWN,0.62,44.37,47.63,30341,30353,13,688.8,138.1,702.5,160,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,93,DOWN,0.78,47.13,45.76,31097,31113,17,690,177.7,701.5,206.8,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,94,DOWN,0.8,58.22,61.9,31653,31665,13,688.6,223.2,680.7,254.1,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,95,UP,2.51,120.83,96.39,32326,32351,26,687.8,249.1,749,162.1,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,96,UP,0.6,46.24,49.73,32553,32564,12,748.2,158.3,729.3,139.6,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,97,UP,1.5,92.51,75.18,32980,32999,20,731.2,148.2,712.2,91.5,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,98,RIGHT,0.61,46.78,50.96,33360,33371,12,720.1,105.3,747.8,92.6,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,99,RIGHT,0.88,60.55,58.81,33621,33635,15,741.4,90.8,787.3,99,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,100,DOWN,2.64,141.55,110.14,34151,34174,24,780.4,109.2,775.5,211.7,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,101,DOWN,0.94,618.48,4.35,34272,34487,216,769.3,235.7,758.3,271.5,1,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,102,DOWN,2.44,126.18,97.45,34624,34648,25,768.6,278.9,737.3,371.9,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,103,DOWN,4.81,184.24,104.52,34967,35012,46,736.3,385.4,843.9,561.2,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,104,UP,1.2,78.81,74.99,35430,35445,16,851.4,566.8,857.3,518.4,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,105,.,0.36,33.7,35.89,35819,35828,10,857.1,521.7,871.1,511.6,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,106,DOWN,1.61,87.27,76.75,36373,36393,21,873.7,520.1,857.9,584.4,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,107,DOWN,0.81,47.88,47.69,37432,37448,17,879.1,582.1,897.5,612.3,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,108,DOWN,0.64,44.04,45.96,37761,37774,14,876.8,621.6,881.6,647.9,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,109,DOWN,0.55,36.28,36.91,38298,38312,15,892.8,658.9,880.5,680,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,110,DOWN,0.75,50.71,49.81,38665,38679,15,871.9,695.6,855.8,724.5,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,111,UP,1.44,122.81,84.68,38869,38885,17,859.2,733,839.7,674.5,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,112,DOWN,3.84,240.15,28.01,38936,39072,137,834.1,669.3,931,814.3,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,113,UP,1.56,98.56,82.22,39409,39427,19,921.1,814.7,867.4,761.8,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,114,.,0.05,84.64,0.36,39491,39620,130,864.6,763,862,763.3,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,115,UP,2.38,195.92,125.11,39650,39668,19,861.7,767.7,829.6,670.6,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,116,RIGHT,1.87,234.18,7.06,39694,39958,265,830.1,695.5,925.8,665.3,1,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,117,DOWN,1.24,175.15,33.61,40016,40052,37,916.9,593.6,881.6,637.4,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,118,DOWN,2.38,135.71,103.65,40236,40258,23,880.8,629.5,943.7,716.7,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,119,DOWN,2.51,179.82,41.82,40350,40409,60,938.9,725.6,990.1,825.3,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,120,.,0.06,57.5,2.64,40530,40550,21,990.4,827.4,990.4,829.8,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,121,.,0.03,57.25,1.35,40627,40647,21,987.2,832.4,985.8,831.8,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,122,UP,5.21,303.6,49.66,40829,40933,105,985.1,837.7,908.2,625.2,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,123,.,0.02,37.78,1.28,41203,41218,16,910.8,622.8,911.9,623,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,124,UP,2.09,143.85,63.22,41295,41327,33,918.6,628,921.1,542.8,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,125,UP,0.75,186,2.88,41550,41810,261,934.7,552.8,917.7,525.2,1,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,126,.,0.09,28.57,5.37,41847,41862,16,918.3,523,919.2,519.6,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,127,UP,0.68,173.19,13.01,42013,42064,52,925.5,520.7,928.5,493.6,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,128,UP,4.29,186.55,109.98,42602,42640,39,932.3,492.5,980.9,326.2,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,129,DOWN,3.25,159.39,87.92,43006,43042,37,983.9,339,1069.7,451.3,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,130,UP,2.52,114.3,93.41,43325,43351,27,1069.3,457.7,1038.4,360.3,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,131,DOWN,6.27,221.52,136.34,43579,43624,46,1038,349.2,1063.4,600,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,132,UP,6.98,276.24,158.53,43895,43938,44,1076.3,605.6,1032,327.8,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,133,UP,1.54,99.89,73.21,44210,44230,21,1043.8,348.5,1002,296.5,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,134,UP,1.56,90.31,74.07,45118,45138,21,1016.7,303.9,988.9,246.7,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,135,UP,2.21,132.08,96.23,45360,45382,23,983.3,243.3,932.3,165.8,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,136,LEFT,0.99,66.22,65.7,45591,45605,15,927.1,164.4,883.2,185.5,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,8,137,UP,1.95,110.85,84.75,45953,45975,23,894.9,185.7,926.4,113.7,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,1,UP,0.98,54.39,51.36,43,61,19,932.9,108.5,950.5,73,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,2,DOWN,10.93,350.81,170.76,461,524,64,952.7,77,694.5,463.2,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,3,DOWN,2.7,219.77,19.13,662,802,141,688.4,492.1,606.9,583.7,1,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,4,RIGHT,1.17,29.78,5.28,844,1064,221,614,620.8,678.4,626.7,1,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,5,LEFT,8.08,336.84,17.27,1116,1583,468,675.8,607.1,235.1,705.4,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,6,.,0.37,326.94,1.05,1739,2091,353,240.4,712.2,258,721.5,1,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,7,UP,1.96,142.95,37.64,2214,2265,52,267.8,724.9,295.8,644.1,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,8,RIGHT,3.19,180.47,109.99,2479,2507,29,294.4,633,476.1,628.3,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,9,DOWN,1.98,154.89,11.63,2590,2759,170,498.9,639.6,511.5,722.3,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,10,RIGHT,0.56,189.89,3.3,2813,2982,170,511.2,724.1,543,724.7,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,11,.,0.2,66.06,3.1,3092,3155,64,545.5,725.6,536,721.1,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,12,UP,2.35,147.25,5.72,3189,3599,411,534.6,721.2,519.4,623.2,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,13,.,0.19,105.16,1.78,3720,3824,105,510,617.9,520.4,619,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,14,.,0.37,48.18,19.38,3920,3938,19,527,631,516.8,617.7,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,15,.,0.1,101.58,0.43,4055,4277,223,524,630.1,520.9,626.8,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,16,.,0.03,49.58,1.42,4308,4327,20,522.3,620.5,523.8,620.9,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,17,.,0.06,113.89,0.1,4356,4952,597,534,635.5,537.3,634.7,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,18,.,0.49,128.13,2.25,4983,5199,217,537.8,632.6,563.1,624.9,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,19,.,0.35,118.7,0.74,5226,5695,470,563.4,624.8,560.5,610.5,0,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,20,DOWN,0.5,107.7,0.64,5752,6533,782,561.4,595.5,571,614.9,1,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,21,UP,1.59,268.67,0.39,6585,10635,4051,581.4,623.6,610.6,561.9,1,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCKB1,9,22,DOWN,3.47,320.16,1.84,10658,12539,1882,614.4,570.5,711.5,694.7,1,Count,Second,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,1,DOWN,8.27,293.2,196.99,344,384,42,709,316.9,804,643.3,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,2,DOWN,3.43,181.05,122.45,544,570,28,808.8,645,899.8,771.6,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,3,RIGHT,0.78,55.26,56.01,748,760,14,909.6,779.4,941.6,802.5,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,4,LEFT,2.81,150.26,108.23,1074,1098,26,940.8,815.9,783.4,800.4,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,5,RIGHT,0.54,42.15,45.39,1362,1372,12,789.5,803.8,812.6,788.4,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,6,LEFT,5.14,182.15,128.41,1640,1678,40,816.2,793,528.8,833.4,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,7,LEFT,1.22,80.51,55.4,1972,1992,22,538.1,831,474.2,809.1,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,8,RIGHT,4.35,215.88,144.94,2116,2144,30,495.6,812.8,741.3,789.4,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,9,RIGHT,1.6,103.02,72.78,2292,2312,22,762.3,791.3,846.4,766.8,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,10,RIGHT,5.3,208.78,132.51,2556,2594,40,840.6,768.5,1138.1,780,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,11,RIGHT,1.8,107.24,82,2748,2768,22,1128.9,782.2,1229.8,772.3,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,12,RIGHT,4.69,217.27,146.5,2912,2942,32,1213,782.2,1462.9,857,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,13,UP,0.59,47.16,49.49,3208,3218,12,1465.3,878,1486.4,857.2,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,14,RIGHT,3.16,156.63,112.81,3686,3712,28,1471.5,854.5,1656.9,852.9,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,15,UP,2.51,154.64,104.59,4004,4026,24,1639.7,863.6,1721.8,771.3,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,16,UP,1.54,95.6,77.07,4248,4266,20,1709.6,775.8,1707.4,709,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,17,UP,0.94,60.98,58.67,4524,4538,16,1706.4,724.1,1675.1,691,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,18,LEFT,1.64,96.72,74.36,4762,4782,22,1677.5,692.1,1582.7,692.1,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,19,LEFT,0.93,59.59,58.05,5032,5046,16,1590.1,702.9,1544.2,682.7,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,20,RIGHT,0.79,54.93,56.42,5246,5258,14,1549.9,685.2,1594.1,677.5,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,21,RIGHT,2.32,130.46,96.54,5394,5416,24,1593.8,684.5,1722.1,654.7,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,22,.,0.42,35.57,41.94,5676,5684,10,1725.6,660.2,1738.9,645.2,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,23,.,0.39,34.59,39.29,6112,6120,10,1744.4,648.3,1727,637.4,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,24,.,0.32,34.7,40.08,6404,6410,8,1721.4,639,1709.4,628.6,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,25,.,0.29,28.68,36.62,7204,7210,8,1715.9,617.6,1707.4,606.9,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,26,RIGHT,0.77,50.2,48,7418,7432,16,1704.1,613.5,1746.9,604.1,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,27,LEFT,1.27,79.4,70.58,8262,8278,18,1730.8,593.7,1658,586.1,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,28,LEFT,2.32,125.88,96.77,8576,8598,24,1656.8,594.2,1524.1,592.1,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,29,.,0.28,31.66,34.79,9272,9278,8,1508.6,614.7,1493.3,611.9,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,30,.,0.32,35.53,39.8,9782,9788,8,1495.3,612.8,1480,619.8,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,31,LEFT,0.9,62.39,64.51,9974,9986,14,1481.1,626.1,1437.5,606.7,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,32,.,0.48,41.68,48.09,10294,10302,10,1434.2,609.7,1414.5,596.1,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,1,33,.,0.28,30.58,34.8,11062,11068,8,1407.4,604.6,1392.3,601.7,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,1,LEFT,6.17,213.94,154.17,440,478,40,1431.1,668.6,1090,631.5,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,2,LEFT,4.47,230.86,159.67,730,756,28,1091.4,630.6,914.9,504.4,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,3,LEFT,4.34,203.19,120.63,1130,1164,36,874.4,495.4,686.7,604.1,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,4,UP,1.47,88.6,81.85,1446,1462,18,701.5,588.8,716.5,529.8,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,5,UP,0.63,48.72,52.19,1718,1728,12,717.6,529.7,721.9,504.6,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,6,.,0.36,38.29,44.95,1882,1888,8,725.2,500.8,708.9,492.7,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,7,UP,1.5,89.94,75.14,2138,2156,20,713.7,492.6,712.3,432.5,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,8,RIGHT,1.46,88.22,81.23,2432,2448,18,715.7,429.9,794.8,424.9,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,9,UP,1.78,97.18,80.81,2900,2920,22,819.4,433.5,826.7,363.3,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,10,LEFT,2.59,138.95,99.45,3202,3226,26,830,363.2,690.4,355.3,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,11,LEFT,2.09,116.14,80.54,3486,3510,26,688.5,357.1,600,409.6,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,12,LEFT,0.94,63.99,58.8,3706,3720,16,613.6,408,568.7,426.5,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,13,UP,0.89,60.94,63.32,4004,4016,14,580.2,428.6,572.3,393.7,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,14,UP,0.84,57.73,60.24,4162,4174,14,562.3,389.5,539.1,360.5,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,15,DOWN,3.88,146.53,107.85,4326,4360,36,541.4,363.3,636.2,502.6,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,16,.,0.33,33.14,40.78,4562,4568,8,639.2,507,629.7,518.2,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,17,LEFT,2.86,148.54,102.18,4740,4766,28,637,524.4,518.4,602.3,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,18,RIGHT,2.43,140.93,101.2,5168,5190,24,534.4,604.4,653.3,653,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,19,RIGHT,1.42,89.69,71.14,5506,5524,20,645.3,662.3,723.8,670.8,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,20,DOWN,1.12,72.36,70.08,6180,6194,16,728.8,701.2,754.1,744.5,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,21,LEFT,1.55,90.6,70.63,6402,6422,22,756.2,754.7,676.5,782.3,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,22,LEFT,1.93,110.88,87.73,6704,6724,22,693.4,781.7,590.3,754.4,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,23,DOWN,2.26,97.32,80.72,7164,7190,28,592.7,758,634.3,850.4,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,24,RIGHT,1.9,106.68,86.3,7582,7602,22,635.6,868.2,737.9,840.7,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,25,DOWN,1.34,78.28,74.22,8224,8240,18,750.7,844.6,760.8,902.8,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,26,LEFT,2.13,113.77,88.8,8546,8568,24,762,914.1,663.7,971.7,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,27,UP,3.06,152.83,117.86,8736,8760,26,668.8,971.8,789.4,872,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,28,RIGHT,0.57,43.57,47.64,8910,8920,12,826,851.1,855.5,840.8,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,29,DOWN,1.25,72.77,62.52,9178,9196,20,850.6,843.8,900.4,882.8,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,30,RIGHT,1.64,97.19,74.49,9826,9846,22,909.9,902,979,853.7,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,31,DOWN,3.43,141,107.19,10414,10444,32,982.8,855.9,994.2,1008.8,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,32,UP,2.17,124.02,98.43,10626,10646,22,994.9,1010.1,1074.8,934.8,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,33,.,0.27,29.16,33.59,10874,10880,8,1088.1,927.9,1103.5,927.2,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,2,34,.,0.27,27.45,33.4,11114,11120,8,1103.3,923.5,1100,911.9,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,1,UP,1.09,68.82,60.72,104,120,18,1101.4,909.2,1086,862.6,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,2,LEFT,2.71,156.94,112.82,574,596,24,1087.6,871.8,961.7,804.8,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,3,DOWN,2.47,116.84,95.12,758,782,26,940.3,807.6,960,914.6,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,4,UP,0.6,2209.82,3.63,892,1054,164,964.1,921.6,980.8,898.6,1,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,5,RIGHT,0.57,44.66,47.89,1546,1556,12,966.8,907.9,993.2,923.1,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,6,UP,0.69,47.4,49.13,1850,1862,14,998.4,929.5,1024.2,906.4,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,7,RIGHT,1.65,97.82,82.51,2258,2276,20,1040.6,906,1132,924.8,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,8,RIGHT,0.96,61.89,59.88,2550,2564,16,1135.7,931.1,1189,942.2,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,9,RIGHT,1.79,101.18,81.56,2824,2844,22,1180.6,944,1282.5,929,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,10,UP,0.51,44.06,50.98,3054,3062,10,1283.1,928.1,1273.6,906.6,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,11,LEFT,1.61,96.8,80.65,3298,3316,20,1268.6,906.3,1192.1,866.3,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,12,UP,0.71,49.09,50.65,3610,3622,14,1185,873.3,1175.4,843.2,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,13,UP,0.73,55.29,61.1,3760,3770,12,1178.9,840.5,1166.5,810.2,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,14,LEFT,0.7,53.54,58.58,4008,4018,12,1165.2,812.2,1136.6,791.2,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,15,LEFT,1.97,115.3,82.02,4194,4216,24,1133.6,795.2,1023.5,785.6,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,16,LEFT,0.64,49.44,53.44,4518,4528,12,1030.7,789.6,996.1,782,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,17,LEFT,0.81,55.67,57.61,4938,4950,14,991,781.7,945.8,780.1,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,18,.,0.5,43.3,49.74,5174,5182,10,948.5,778.4,920.6,778.8,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,19,LEFT,0.61,45.86,50.99,5406,5416,12,921.8,780.2,888.3,786,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,20,LEFT,2.75,137.6,98.38,5642,5668,28,893.3,792.8,748.1,835.6,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
forCT2,3,21,LEFT,0.58,43.84,48.11,5974,5984,12,757.5,845.7,725,849.2,0,Count,First,VisualSearch,NA,NA,NA,NA,NA,2017
